domain,name,source,icp_tier,icp_score,signal_score,signal_trust,signals,tags,batch,team_size,location,one_liner,description,company_url,source_url
waypointcommodities.com,Waypoint,project_a,ICP 2,7,5,high,api|app,"",Seed,,London,The international platform for fertilisers & commodity chemicals,,https://www.waypointcommodities.com/,https://www.project-a.vc/companies
fiatrepublic.com,Fiat Republic,speedinvest,ICP 2,7,4,high,docs|status,Fintech & DeFi,2021,,United Kingdom,"A purpose-built, fiat-as-a-service platform to solve fiat access challenges for crypto platforms.","Fiat Republic is on a mission to democratize fiat access for the Web3 economy. Fiat access is a systemic problem for crypto platforms and therefore requires a systemic solution. With our developer-first API, you can easily access everything you need to deliver better fiat experiences to your users and treasury teams. We’re unlocking and aggregating an ever increasing number of fiat rails with local and global tier-1 banks. Fiat Republic is able to give crypto platforms reliable access to best-in-class fiat products, all via a single API. We have developed a compliance-first approach that minimises friction in the on-ramp and off-ramp fiat-crypto flows. Our technology is augmented by the Fiat Republic Consortium. We’re building a coalition of crypto platforms to create a united voice, enabling us to continually add tier-1 global and local banking partners and have a seat at the table with regulators, to shape and influence the future rules that govern the space.",https://fiatrepublic.com/,https://www.speedinvest.com/portfolio/
juli.co,Juli,speedinvest,ICP 2,7,4,high,api|status,Health & Bio,2022,,Switzerland,Improving life for people with chronic conditions.,"Juli integrates previously siloed data like data from smartphones and other wearables, environmental data and EHR data into one platform. All that data is analyzed to identify patterns and give recommendations that guide users towards better health. A patient-centric app allows the user to see their data in one dashboard, keep a journal, get reminders for their medication or be nudged towards micro-behavioural changes in a gamified way. ‍ juli is a SMART on FHIR platform that integrates easily into all kinds of health systems. This enables care providers to predict when a patient needs additional outreach to avoid a crisis and generates a common understanding of a patient's health status.",https://www.juli.co/team,https://www.speedinvest.com/portfolio/
quix.io,Quix,project_a,ICP 2,7,4,high,docs|status,"",Seed,,London,Data streaming analytics platform,,https://quix.io/,https://www.project-a.vc/companies
abhi.com.pk,Abhi,speedinvest,ICP 2,7,3,high,api,"Middle East, Africa & Beyond",2022,,Pakistan,Pakistan's first financial wellness platform focused on democratizing credit for both individuals and businesses.,"Founded in 2021, Abhi is building practical financial infrastructure for emerging markets. As a next-generation neobank, it provides Earned Wage Access and flexible SME financing that give workers and businesses quicker, more reliable access to liquidity. The model solves everyday cash-flow challenges and makes essential financial services easier to reach. Abhi also became the first MENAP-based startup to receive the World Economic Forum’s Technology Pioneer Award.",https://abhi.com.pk/,https://www.speedinvest.com/portfolio/
agro.club,Agro.Club,speedinvest,ICP 2,7,3,high,api,"Middle East, Africa & Beyond",2020,,United States of America,Two-sided agricultural marketplace with embedded financial services.,"Agro.Club is digitizing the global agricultural value chain by connecting input suppliers, grain buyers, and farmers through a comprehensive digital ecosystem, aiming for greater transparency and efficiency in supply management. ‍ The platform offers essential digital services like e-commerce, grain procurement, and business intelligence. It also provides embedded financial solutions, including factoring and credit, directly within transactions, helping stabilize cash flow, expand capital access for agricultural partners, and simplifies complex supply chain interactions.",https://agro.club/,https://www.speedinvest.com/portfolio/
andercore.com,Andercore,project_a,ICP 2,7,3,high,api,"",Pre-Seed,,Berlin,AI-powered industrial trade platform,,https://www.andercore.com/,https://www.project-a.vc/companies
appparadox.com,Paradox,speedinvest,ICP 2,7,3,high,api,AI & Infra,2025,,Denmark,Replacing fragmented tools with an AI-powered platform that unifies organizational intelligence and enables aligned decision-making.,"Paradox is building a new kind of organizational intelligence — one that addresses a simple but costly truth: most leaders have little real-time insight into what’s happening across their companies. ‍ Despite layers of tools, meetings, and reports, strategic clarity often breaks down as companies scale. Teams pull in different directions, decisions drift, and precious time is lost chasing alignment that never quite clicks. Ironically, the systems meant to bring order often add more complexity, not less. ‍ That’s the paradox being solved. Instead of stacking yet another tool on top, Paradox has developed an AI-powered reasoning layer that connects the dots across the business — surfacing hidden constraints, tracking strategic flow, and ensuring the right people get the right information at the right time.",https://appparadox.com/,https://www.speedinvest.com/portfolio/
bikemap.net,Bikemap,speedinvest,ICP 2,7,3,high,api,Marketplaces & Consumer,2016,,Austria,"Create, upload, and share your favorite cycle routes.","Bikemap is a platform where bike enthusiasts around the world create, upload and share their favorite cycle routes. The Bikemap app lets users record routes on the go, add their own photos or notes and share it all on social media. ‍ Bikemap has evolved to become the largest bike route collection in the world– with active users in more than 80 countries sharing their cycling experiences from all around the world. More than 1,500 new routes are created by Bikemap users on a every day; enriched with information such as route length and interactive elevation profile for every cycling route. To date, users have access to more than 3 million different routes.",https://www.bikemap.net/,https://www.speedinvest.com/portfolio/
bliq.ai,bliq,speedinvest,ICP 2,7,3,high,docs,Marketplaces & Consumer,2022,,Germany,Empowering gig workers in the transport industry to manage their workflow across multiple platforms.,"Berlin-based Bliq lets its users maximize their earnings while driving more safely, while creating a safer, fairer, more sustainable gig economy.",https://bliq.ai/,https://www.speedinvest.com/portfolio/
clausematch.com,ClauseMatch,speedinvest,ICP 2,7,3,high,developers,AI & Infra,2017,,United Kingdom,Real-time document editing and collaboration for highly regulated industries.,"Evolve with compliance. The award-winning ClauseMatch policy management, regulatory change management and compliance SaaS platform automates time-sucking tasks, organizes your data and makes collaboration and knowledge-sharing a breeze. ‍",http://www.clausematch.com/,https://www.speedinvest.com/portfolio/
djust.io,Djust,speedinvest,ICP 2,7,3,high,api,AI & Infra,2025,,France,Modular B2B commerce platform automating sales operations,"DJUST is a modular B2B commerce platform that enables companies to streamline their sales operations and increase productivity across the organization. With advanced payment capabilities and an Agentic Commerce approach, DJUST is redefining how businesses design, manage, and automate their commercial interactions. ‍ The platform empowers leading distributors, retailers, and manufacturers to break down system silos, digitise manual processes, and unlock new growth opportunities. More than a flexible order management system, DJUST is a foundational layer that helps future-proof businesses through scalability and continuous innovation. ‍ Backed by a global partner network, DJUST combines technological expertise with a human touch, supported by a team of 50+ B2B digital commerce experts across Europe.",https://www.djust.io/,https://www.speedinvest.com/portfolio/
eunice.ai,Eunice,speedinvest,ICP 2,7,3,high,api,Deep Tech,2022,,United Kingdom,Bridging data and action to empower the sustainable development of Web3 and Crypto.,"Eunice is an AI fintech company solving B2B challenges in digital assets. Their first product is digital asset due diligence and monitoring to help financial institutions, regulators, and businesses navigate the complexities of the digital asset space. Powered by a proprietary knowledge base, Eunice’s platform enables token classification, risk analysis, and asset disclosure requirements. ‍ With a mission to bring transparency to the digital asset industry, Eunice builds products that drive regulatory clarity and operational efficiency, intending to accelerate the mainstream adoption of digital assets.",https://www.eunice.ai/,https://www.speedinvest.com/portfolio/
exa.finance,EXA Finance,speedinvest,ICP 2,7,3,high,docs,AI & Infra,2022,,France,The most advanced marketplace for NFTs and fungible tokens on Algorand.,"Incubated by Draper University and backed by prominent VCs, EXA Finance is the most advanced marketplace for NFTs and fungible tokens on Algorand. ‍ The platform offers a multitude of features such as assets bundle, NFT to NFT swap, auctions, offers, royalties, and peer-to-peer chat just to name a few. Users can now sell NFTs for any fungible token but also swap an NFT for multiple NFTs, opening a new range of possibilities.",https://www.exa.finance/,https://www.speedinvest.com/portfolio/
getmundi.app,Mundi,speedinvest,ICP 2,7,3,high,api,Fintech & DeFi,2024,,Turkey,"Treasury-as-a-Service platform for companies without dedicated treasury teams to optimize funds in high-yield, low-risk financial products.","Mundi simplifies access to high-yield savings accounts by connecting users to 15+ Turkish banks through a single investment platform. With one-click access to overnight and long-term savings accounts for TRY and FX deposits, Mundi enables effortless, automated working capital management. Beyond savings accounts, users can dynamically allocate funds to low-risk financial products, including money market funds (MMFs) and overnight repo agreements, all within Mundi’s seamless investment platform. ‍",https://www.getmundi.app/,https://www.speedinvest.com/portfolio/
gronda.eu,gronda,speedinvest,ICP 2,7,3,high,api,Marketplaces & Consumer,2015,,Austria,Career platform for the hospitality and gastronomy sector.,"Gronda is an industry blog and community platform designed to facilitate recruitment, transparency and knowledge exchange in the hospitality and gastronomy industries. ‍ The platform helps industry professionals showcase their expertise as well as connecting and applying to open positions. For companies, this is a one-stop-shop platform to recruit talent, build their employer brand, and solve their industry’s persistent labor shortage.",https://gronda.eu/,https://www.speedinvest.com/portfolio/
invesdor.com,Invesdor,speedinvest,ICP 2,7,3,high,api,Fintech & DeFi,2014,,Finland,Digital investment and financing platform for companies of all sizes.,"Invesdor Group combines the leading digital equity funding platform in the Nordics, Invesdor, and the leading digital mid-size (“Mittelstand”) financier in the German speaking countries, Finnest. The service portfolio spans from equity investments, bonds, IPO’s, syndicated loans, mezzanine capital and promissory notes to other debt capital instruments. Financing volumes typically range from EUR 250,000 to EUR 25m. Over the last years the combined and accumulated investments on the legacy platforms have doubled every year, currently totalling at more than EUR 130m. ‍ Invesdor Group holds a MiFID license passported to 28 European countries, which was granted to Invesdor in April 2015, making it the first such platform to receive this licence. The Group has a base of over 50,000 registered private and institutional investors from 150 countries.",https://www.invesdor.com/en-gb/,https://www.speedinvest.com/portfolio/
iyzico.com,Iyzico,speedinvest,ICP 2,7,3,high,docs,"Middle East, Africa & Beyond",2013,,Turkey,Offering vendors a fast and easy way to receive payments online.,Iyzico (acquired by PayU in 2019) is Turkey’s leading ePayment company offering businesses easy solutions to accept payments online. ‍ The platform is tailored to the needs of the local market and integrates with over 22 different payment options and banks. Customers appreciate the easy setup process and features such as recurring payments and Iyzico’s marketplace solution.,http://www.iyzico.com/,https://www.speedinvest.com/portfolio/
maqsad.io,Maqsad,speedinvest,ICP 2,7,3,high,api,"Middle East, Africa & Beyond",2023,,Pakistan,Building a personalized learning platform to make high-quality education accessible to 100 million Pakistani students.,"Maqsad is a mobile-first edtech platform that delivers high-quality personalized academic content for 100 million Pakistani students. The platform provides a holistic learning experience where users can learn a concept, test their knowledge, and ask questions. The edtech has developed the MENAP region's first instant query-solving engine, which matches student queries to video solutions within seconds. In just the last 6 months, Maqsad has reached over 1 million students and answered 4 million plus student queries. The platform is building AI-enabled tools to increase personalization, adaptive learning, and build a data-driven ecosystem to improve learning outcomes. ‍",https://maqsad.io/,https://www.speedinvest.com/portfolio/
onitbank.com,Onit,speedinvest,ICP 2,7,3,high,api,"Middle East, Africa & Beyond",2023,,Kenya,"Building your bank, free from hidden fees.","OnIt, a licensed bank in Kenya, offers a free transaction network linking consumers, businesses, and suppliers, enhanced with services like check-out finance, premium financial products, and open APIs for easy consumer integration.",https://www.onitbank.com/,https://www.speedinvest.com/portfolio/
receeve.com,receeve,speedinvest,ICP 2,7,3,high,api,Exits,2020,,Germany,Fully digital debt-servicing platform for the entire collection lifecycle.,"Receeve is turning the current way of collecting debt upside down, by using AI to provide personalized collections and replace the outdated process of lenders using phone calls or letters to reach indebted clients. ‍ With Receeve, firms can communicate with their customers digitally, on any device, and customers have the option of self-service to manage their issues. The platform covers the entire collections lifecycle from managing receivables to servicing NPL portfolios.",https://receeve.com/,https://www.speedinvest.com/portfolio/
restabilise.com,ReStabilise,project_a,ICP 2,7,3,high,api,"",Pre-Seed,,London,Multi-currency stablecoin issuance platform,,https://restabilise.com/,https://www.project-a.vc/companies
tranched.fi,Tranched,speedinvest,ICP 2,7,3,high,docs,AI & Infra,2024,,United Kingdom,"Automating complex securitisation transactions, reducing friction and costs.","Tranched, is the first Deep Tokenisation embedded securitisation platform directly connecting lenders to investors, allowing them to structure and manage a transaction in a fraction of the time and cost. Our platform provides better, quicker, and more efficient access to financing for lenders, and broader investment opportunities to investors.",http://www.tranched.fi/,https://www.speedinvest.com/portfolio/
wasmer.io,Wasmer,speedinvest,ICP 2,7,3,high,docs,AI & Infra,2020,,Spain,Making WebAssembly accessible to developers and enterprises.,"With Wasmer, enterprises can run ultra-lightweight containerized software with blazing-fast startup times, at near-native speeds anywhere — be it on servers, edge, and IoT devices or in serverless environments. ‍ It brings a vastly improved and simpler to use API, massive performance improvements, support for Apple Silicon, a pluggable infrastructure for easy customization, and support for “Headless Wasmer” a new ultra-lightweight runtime that is ideal for IoT.",https://wasmer.io/,https://www.speedinvest.com/portfolio/
wikifolio.com,Wikifolio,speedinvest,ICP 2,7,3,high,api,Fintech & DeFi,2012,,Austria,Allowing day traders and asset managers to publish their portfolios for other traders to access and invest in.,"Wikifolio is an online platform that allows day traders to publish their portfolios for other traders to access and invest. Investment bankers and hobby-traders alike can use this app to connect and evolve. ‍ The “wikifolios” turn portfolios created on the platform into fully-fledged financial products which are then listed on the stock exchange Börse Stuttgart. Each trade, including execution price and fees, is updated in real-time on Wikifolio and partner sites to give the user clarity over the movements in the market. Some of Wikifolio’s certificates have been consecutively included in the top 10 most-traded products in their category of the Stuttgart Stock Exchange (EUWAX) in 2017.",https://www.wikifolio.com/de/de/home,https://www.speedinvest.com/portfolio/
dreamdata.io,Dreamdata,seedcamp,ICP 1,5,15,high,api|docs|developer|auth|app|status,"",,,,,,http://dreamdata.io,https://seedcamp.com/our-companies/
fluidstack.io,Fluidstack,seedcamp,ICP 1,5,15,high,docs|auth|platform|console|dashboard|status,"",,,,,,http://fluidstack.io,https://seedcamp.com/our-companies/
liv.tv,LIV,seedcamp,ICP 1,5,15,high,api|docs|developer|developers|dashboard|status,"",,,,,,http://liv.tv,https://seedcamp.com/our-companies/
antavo.com,Antavo,seedcamp,ICP 1,5,13,high,api|docs|developers|platform|status,"",,,,,,http://antavo.com,https://seedcamp.com/our-companies/
cyscale.com,Cyscale,seedcamp,ICP 1,5,12,high,api|docs|auth|app|status,"",,,,,,http://cyscale.com,https://seedcamp.com/our-companies/
fabric.so,Fabric,seedcamp,ICP 1,5,12,high,api|docs|developers|auth,"",,,,,,http://fabric.so,https://seedcamp.com/our-companies/
linkup.so,Linkup,seedcamp,ICP 1,5,12,high,api|docs|platform|app|status,"",,,,,,http://linkup.so,https://seedcamp.com/our-companies/
pleo.io,Pleo,seedcamp,ICP 1,5,12,high,api|developers|auth|app|status,"",,,,,,http://pleo.io,https://seedcamp.com/our-companies/
powernaut.io,Powernaut,seedcamp,ICP 1,5,12,high,api|docs|console|app|status,"",,,,,,http://powernaut.io,https://seedcamp.com/our-companies/
synthesia.io,Synthesia,seedcamp,ICP 1,5,12,high,api|docs|auth|app|status,"",,,,,,http://synthesia.io,https://seedcamp.com/our-companies/
wealthkernel.com,WealthKernel,seedcamp,ICP 1,5,12,high,api|docs|auth|dashboard|status,"",,,,,,http://wealthkernel.com,https://seedcamp.com/our-companies/
zincwork.com,Zinc,seedcamp,ICP 1,5,12,high,api|docs|auth|app|status,"",,,,,,http://zincwork.com,https://seedcamp.com/our-companies/
arcjet.com,Arcjet,seedcamp,ICP 1,5,11,high,api|docs|auth|app,"",,,,,,http://arcjet.com,https://seedcamp.com/our-companies/
kasko.io,Kasko,seedcamp,ICP 1,5,11,high,api|docs|developers|dashboard,"",,,,,,http://kasko.io,https://seedcamp.com/our-companies/
studentfinance.com,StudentFinance,seedcamp,ICP 1,5,11,high,api|auth|app|dashboard|status,"",,,,,,http://studentfinance.com,https://seedcamp.com/our-companies/
sylvera.com,Sylvera,seedcamp,ICP 1,5,11,high,api|docs|app|dashboard|status,"",,,,,,http://sylvera.com,https://seedcamp.com/our-companies/
argil.ai,Argil,seedcamp,ICP 1,5,10,high,api|docs|app|dashboard,"",,,,,,http://argil.ai,https://seedcamp.com/our-companies/
crowd.dev,Crowd.dev,seedcamp,ICP 1,5,10,high,api|docs|auth|status,"",,,,,,http://crowd.dev,https://seedcamp.com/our-companies/
gosuperscript.com,superscript,seedcamp,ICP 1,5,10,high,api|docs|auth|status,"",,,,,,http://gosuperscript.com,https://seedcamp.com/our-companies/
meilisearch.com,Meilisearch,seedcamp,ICP 1,5,10,high,api|docs|console|status,"",,,,,,http://meilisearch.com,https://seedcamp.com/our-companies/
wise.com,Wise,seedcamp,ICP 1,5,10,high,api|docs|platform|status,"",,,,,,http://wise.com,https://seedcamp.com/our-companies/
askui.com,AskUI,seedcamp,ICP 1,5,9,high,docs|auth|app|status,"",,,,,,http://askui.com,https://seedcamp.com/our-companies/
codacy.com,Codacy,seedcamp,ICP 1,5,9,high,api|docs|app|status,"",,,,,,http://codacy.com,https://seedcamp.com/our-companies/
cronofy.com,Cronofy,seedcamp,ICP 1,5,9,high,api|docs|app|status,"",,,,,,http://cronofy.com,https://seedcamp.com/our-companies/
dust.tt,Dust,seedcamp,ICP 1,5,9,high,docs|auth|app|status,"",,,,,,http://dust.tt,https://seedcamp.com/our-companies/
elliptic.co,Elliptic,seedcamp,ICP 1,5,9,high,developers|auth|app|status,"",,,,,,http://elliptic.co,https://seedcamp.com/our-companies/
freqens.com,Freqens,seedcamp,ICP 1,5,9,high,api|auth|app|status,"",,,,,,http://freqens.com,https://seedcamp.com/our-companies/
gdevelop.io,GDevelop,seedcamp,ICP 1,5,9,high,api|docs|auth,"",,,,,,http://gdevelop.io,https://seedcamp.com/our-companies/
getmurphy.ai,Murphy,seedcamp,ICP 1,5,9,high,api|auth|platform,"",,,,,,http://getmurphy.ai,https://seedcamp.com/our-companies/
griffin.com,Griffin,seedcamp,ICP 1,5,9,high,api|docs|app|status,"",,,,,,http://griffin.com,https://seedcamp.com/our-companies/
maze.co,Maze,seedcamp,ICP 1,5,9,high,api|auth|app|status,"",,,,,,http://maze.co,https://seedcamp.com/our-companies/
nodeslinks.com,Nodes and Links,seedcamp,ICP 1,5,9,high,developer|auth|app|status,"",,,,,,http://nodeslinks.com,https://seedcamp.com/our-companies/
popsink.com,Popsink,seedcamp,ICP 1,5,9,high,api|docs|app|status,"",,,,,,http://popsink.com,https://seedcamp.com/our-companies/
qminder.com,Qminder,seedcamp,ICP 1,5,9,high,api|developer|dashboard|status,"",,,,,,http://qminder.com,https://seedcamp.com/our-companies/
salv.com,Salv,seedcamp,ICP 1,5,9,high,docs|auth|app|status,"",,,,,,http://salv.com,https://seedcamp.com/our-companies/
thanksben.com,Ben,seedcamp,ICP 1,5,9,high,api|auth|app|status,"",,,,,,http://thanksben.com,https://seedcamp.com/our-companies/
weavr.io,Weavr,seedcamp,ICP 1,5,9,high,api|docs|auth,"",,,,,,http://weavr.io,https://seedcamp.com/our-companies/
agamonhealth.com,Agamon Health,seedcamp,ICP 1,5,8,high,api|auth|dashboard,"",,,,,,http://agamonhealth.com,https://seedcamp.com/our-companies/
andel.org,Andel,seedcamp,ICP 1,5,8,high,docs|auth|app,"",,,,,,http://andel.org,https://seedcamp.com/our-companies/
apperio.com,Apperio,seedcamp,ICP 1,5,8,high,api|developer|app,"",,,,,,http://apperio.com,https://seedcamp.com/our-companies/
dinmo.com,DinMo,seedcamp,ICP 1,5,8,high,docs|auth|app,"",,,,,,http://dinmo.com,https://seedcamp.com/our-companies/
faks.co,Faks,seedcamp,ICP 1,5,8,high,api|docs|app,"",,,,,,http://faks.co,https://seedcamp.com/our-companies/
hopin.com,Hopin,seedcamp,ICP 1,5,8,high,api|developer|app,"",,,,,,http://hopin.com,https://seedcamp.com/our-companies/
light.inc,Light,seedcamp,ICP 1,5,8,high,api|docs|app,"",,,,,,http://light.inc,https://seedcamp.com/our-companies/
meetciao.com,Ciao,seedcamp,ICP 1,5,8,high,api|auth|app,"",,,,,,http://meetciao.com,https://seedcamp.com/our-companies/
metaview.ai,Metaview,seedcamp,ICP 1,5,8,high,api|auth|app,"",,,,,,http://metaview.ai,https://seedcamp.com/our-companies/
nurture.is,Nurture,seedcamp,ICP 1,5,8,high,api|docs|app,"",,,,,,http://nurture.is,https://seedcamp.com/our-companies/
pairnow.ai,Pair,seedcamp,ICP 1,5,8,high,api|auth|app,"",,,,,,http://pairnow.ai,https://seedcamp.com/our-companies/
pelikan-mobility.com,Pelikan Mobility,seedcamp,ICP 1,5,8,high,api|platform|app,"",,,,,,http://pelikan-mobility.com,https://seedcamp.com/our-companies/
peony.ink,Peony,seedcamp,ICP 1,5,8,high,api|auth|app,"",,,,,,http://peony.ink,https://seedcamp.com/our-companies/
rampnetwork.com,Ramp,seedcamp,ICP 1,5,8,high,api|docs|app,"",,,,,,http://rampnetwork.com,https://seedcamp.com/our-companies/
reposit.co.uk,Reposit,seedcamp,ICP 1,5,8,high,api|auth|dashboard,"",,,,,,http://reposit.co.uk,https://seedcamp.com/our-companies/
seedlegals.com,SeedLegals,seedcamp,ICP 1,5,8,high,api|auth|app,"",,,,,,http://seedlegals.com,https://seedcamp.com/our-companies/
sidekickmoney.com,Sidekick,seedcamp,ICP 1,5,8,high,api|docs|app,"",,,,,,http://sidekickmoney.com/,https://seedcamp.com/our-companies/
vespuccianalytics.com,Vespucci,seedcamp,ICP 1,5,8,high,api|docs|dashboard,"",,,,,,http://vespuccianalytics.com,https://seedcamp.com/our-companies/
cerbos.dev,Cerbos,seedcamp,ICP 1,5,7,high,api|docs|status,"",,,,,,http://cerbos.dev,https://seedcamp.com/our-companies/
codemagic.io,Nevercode,seedcamp,ICP 1,5,7,high,api|docs|status,"",,,,,,http://codemagic.io,https://seedcamp.com/our-companies/
graphy.app,Graphy,seedcamp,ICP 1,5,7,high,api|docs|status,"",,,,,,http://graphy.app,https://seedcamp.com/our-companies/
plakar.io,Plakar,seedcamp,ICP 1,5,7,high,api|docs|status,"",,,,,,http://plakar.io,https://seedcamp.com/our-companies/
sikoia.com,Sikoia,seedcamp,ICP 1,5,7,high,api|docs|status,"",,,,,,http://sikoia.com,https://seedcamp.com/our-companies/
spektr.com,Spektr,seedcamp,ICP 1,5,7,high,api|platform|status,"",,,,,,http://spektr.com,https://seedcamp.com/our-companies/
tanaza.com,Tanaza,seedcamp,ICP 1,5,7,high,docs|app|dashboard,"",,,,,,http://tanaza.com,https://seedcamp.com/our-companies/
uipath.com,UiPath,seedcamp,ICP 1,5,7,high,docs|platform|status,"",,,,,,http://uipath.com,https://seedcamp.com/our-companies/
alterest.co,Alterest,seedcamp,ICP 1,5,6,high,docs|platform,"",,,,,,http://alterest.co,https://seedcamp.com/our-companies/
codeship.com,Codeship,seedcamp,ICP 1,5,6,high,api|app|status,"",,,,,,http://codeship.com,https://seedcamp.com/our-companies/
codility.com,Codility,seedcamp,ICP 1,5,6,high,api|app|status,"",,,,,,http://codility.com,https://seedcamp.com/our-companies/
evercontact.com,Evercontact,seedcamp,ICP 1,5,6,high,api|app|status,"",,,,,,http://evercontact.com,https://seedcamp.com/our-companies/
fullview.io,Fullview,seedcamp,ICP 1,5,6,high,api|app|status,"",,,,,,http://fullview.io,https://seedcamp.com/our-companies/
gameye.com,Gameye,seedcamp,ICP 1,5,6,high,api|docs,"",,,,,,http://gameye.com,https://seedcamp.com/our-companies/
getjelly.co.uk,Jelly,seedcamp,ICP 1,5,6,high,api|docs,"",,,,,,http://getjelly.co.uk,https://seedcamp.com/our-companies/
gorodeo.app,Rodeo,seedcamp,ICP 1,5,6,high,api|docs,"",,,,,,http://gorodeo.app,https://seedcamp.com/our-companies/
grabcad.com,Grabcad,seedcamp,ICP 1,5,6,high,api|docs,"",,,,,,http://grabcad.com,https://seedcamp.com/our-companies/
harbrdata.com,Harbr,seedcamp,ICP 1,5,6,high,docs|platform,"",,,,,,http://harbrdata.com,https://seedcamp.com/our-companies/
join-stories.com,Join,seedcamp,ICP 1,5,6,high,docs|developers,"",,,,,,http://join-stories.com,https://seedcamp.com/our-companies/
klasha.com,Klasha,seedcamp,ICP 1,5,6,high,developers|dashboard|status,"",,,,,,http://klasha.com,https://seedcamp.com/our-companies/
kubeark.com,Kubeark,seedcamp,ICP 1,5,6,high,docs|platform,"",,,,,,http://kubeark.com,https://seedcamp.com/our-companies/
loctax.com,loc.tax,seedcamp,ICP 1,5,6,high,api|app|status,"",,,,,,http://loctax.com,https://seedcamp.com/our-companies/
medefer.com,Medefer,seedcamp,ICP 1,5,6,high,api|app|status,"",,,,,,http://medefer.com,https://seedcamp.com/our-companies/
minubo.com,Minubo,seedcamp,ICP 1,5,6,high,api|app|status,"",,,,,,http://minubo.com,https://seedcamp.com/our-companies/
papayadash.com,Papaya,seedcamp,ICP 1,5,6,high,api|app|status,"",,,,,,http://papayadash.com,https://seedcamp.com/our-companies/
patientsknowbest.com,Patients Know Best,seedcamp,ICP 1,5,6,high,docs|app|status,"",,,,,,http://patientsknowbest.com,https://seedcamp.com/our-companies/
prelude.so,Prelude,seedcamp,ICP 1,5,6,high,docs|app|status,"",,,,,,http://prelude.so,https://seedcamp.com/our-companies/
reedsy.com,Reedsy,seedcamp,ICP 1,5,6,high,docs|auth,"",,,,,,http://reedsy.com,https://seedcamp.com/our-companies/
rossum.ai,Rossum,seedcamp,ICP 1,5,6,high,developers|app|status,"",,,,,,http://rossum.ai,https://seedcamp.com/our-companies/
runwhen.com,RunWhen,seedcamp,ICP 1,5,6,high,docs|auth,"",,,,,,http://runwhen.com,https://seedcamp.com/our-companies/
tilt.app,Tilt,seedcamp,ICP 1,5,6,high,api|auth,"",,,,,,http://tilt.app,https://seedcamp.com/our-companies/
trussle.com,Trussle,seedcamp,ICP 1,5,6,high,api|auth,"",,,,,,http://trussle.com,https://seedcamp.com/our-companies/
useklump.com,Klump,seedcamp,ICP 1,5,6,high,api|docs,"",,,,,,http://useklump.com,https://seedcamp.com/our-companies/
veratrak.com,Veratrak,seedcamp,ICP 1,5,6,high,api|app|status,"",,,,,,http://veratrak.com,https://seedcamp.com/our-companies/
wefox.com,Wefox,seedcamp,ICP 1,5,6,high,api|docs,"",,,,,,http://wefox.com,https://seedcamp.com/our-companies/
yavin.com,Yavin,seedcamp,ICP 1,5,6,high,api|platform,"",,,,,,http://yavin.com,https://seedcamp.com/our-companies/
ai-build.com,AI Build,seedcamp,ICP 1,5,5,high,docs|app,"",,,,,,http://ai-build.com,https://seedcamp.com/our-companies/
branchtrack.com,Branchtrack,seedcamp,ICP 1,5,5,high,auth|app,"",,,,,,http://branchtrack.com,https://seedcamp.com/our-companies/
bridge-u.com,BridgeU,seedcamp,ICP 1,5,5,high,api|app,"",,,,,,http://bridge-u.com,https://seedcamp.com/our-companies/
buynomics.com,Buynomics,seedcamp,ICP 1,5,5,high,api|app,"",,,,,,http://buynomics.com,https://seedcamp.com/our-companies/
certifaction.com,Certifaction,seedcamp,ICP 1,5,5,high,developers|app,"",,,,,,http://certifaction.com,https://seedcamp.com/our-companies/
flowengineering.com,Flow,seedcamp,ICP 1,5,5,high,api|app,"",,,,,,http://flowengineering.com,https://seedcamp.com/our-companies/
kareinn.com,KareInn,seedcamp,ICP 1,5,5,high,api|app,"",,,,,,http://kareinn.com,https://seedcamp.com/our-companies/
labstep.com,Labstep,seedcamp,ICP 1,5,5,high,api|app,"",,,,,,http://labstep.com,https://seedcamp.com/our-companies/
liveflow.com,LiveFlow,seedcamp,ICP 1,5,5,high,auth|app,"",,,,,,http://liveflow.com,https://seedcamp.com/our-companies/
oneshot.ai,OneShot,seedcamp,ICP 1,5,5,high,api|app,"",,,,,,http://oneshot.ai,https://seedcamp.com/our-companies/
paceup.com,Pace,seedcamp,ICP 1,5,5,high,api|app,"",,,,,,http://paceup.com,https://seedcamp.com/our-companies/
profitero.com,Profitero,seedcamp,ICP 1,5,5,high,docs|app,"",,,,,,http://profitero.com,https://seedcamp.com/our-companies/
recurse.ml,Recurse,seedcamp,ICP 1,5,5,high,docs|app,"",,,,,,http://recurse.ml,https://seedcamp.com/our-companies/
riskledger.com,Risk Ledger,seedcamp,ICP 1,5,5,high,api|app,"",,,,,,http://riskledger.com,https://seedcamp.com/our-companies/
satago.com,Satago,seedcamp,ICP 1,5,5,high,api|app,"",,,,,,http://satago.com,https://seedcamp.com/our-companies/
spill.chat,Spill,seedcamp,ICP 1,5,5,high,api|app,"",,,,,,http://spill.chat,https://seedcamp.com/our-companies/
supercede.com,Supercede,seedcamp,ICP 1,5,5,high,docs|app,"",,,,,,http://supercede.com,https://seedcamp.com/our-companies/
traderion.com,Traderion,seedcamp,ICP 1,5,5,high,auth|dashboard,"",,,,,,http://traderion.com,https://seedcamp.com/our-companies/
