domain,name,source,source_url,portfolio_url,company_url,description,one_liner,tags,stage,status,location,country,city,investment_year,founded_year,website_confidence
apoha.com,Apoha,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://apoha.com,,,,,,,,,,,high
apperio.com,Apperio,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://apperio.com,,,,,,,,,,,high
appwrite.io,Appwrite,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://appwrite.io,,,,,,,,,,,high
arcjet.com,Arcjet,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://arcjet.com,,,,,,,,,,,high
argil.ai,Argil,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://argil.ai,,,,,,,,,,,high
askui.com,AskUI,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://askui.com,,,,,,,,,,,high
basekit.com,Basekit,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://basekit.com,,,,,,,,,,,high
baserow.io,Baserow,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://baserow.io,,,,,,,,,,,high
beeline.co,Beeline,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://beeline.co,,,,,,,,,,,high
bioorbit.space,BioOrbit,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://bioorbit.space,,,,,,,,,,,high
blobr.io,Blobr,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://blobr.io,,,,,,,,,,,high
bloomsbury.ai,Bloomsbury,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://bloomsbury.ai,,,,,,,,,,,high
bookend.ai,Bookend,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://bookend.ai,,,,,,,,,,,high
botika.io,Botika,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://botika.io,,,,,,,,,,,high
boundlesshq.com,Boundless,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://boundlesshq.com,,,,,,,,,,,high
branchtrack.com,Branchtrack,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://branchtrack.com,,,,,,,,,,,high
bridge-u.com,BridgeU,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://bridge-u.com,,,,,,,,,,,high
buynomics.com,Buynomics,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://buynomics.com,,,,,,,,,,,high
cerbos.dev,Cerbos,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://cerbos.dev,,,,,,,,,,,high
certifaction.com,Certifaction,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://certifaction.com,,,,,,,,,,,high
charliehr.com,Charlie HR,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://charliehr.com,,,,,,,,,,,high
clubzero.co,CLUBZERO,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://clubzero.co,,,,,,,,,,,high
cnc24.com,CNC24,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://cnc24.com,,,,,,,,,,,high
codacy.com,Codacy,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://codacy.com,,,,,,,,,,,high
codemagic.io,Nevercode,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://codemagic.io,,,,,,,,,,,high
codeship.com,Codeship,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://codeship.com,,,,,,,,,,,high
codility.com,Codility,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://codility.com,,,,,,,,,,,high
countly.com,Countly,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://countly.com,,,,,,,,,,,high
cronofy.com,Cronofy,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://cronofy.com,,,,,,,,,,,high
crowd.dev,Crowd.dev,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://crowd.dev,,,,,,,,,,,high
crukafe.com,CRU Kafe,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://crukafe.com,,,,,,,,,,,high
cuvva.com,Cuvva,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://cuvva.com,,,,,,,,,,,high
cybersmart.co.uk,CyberSmart,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://cybersmart.co.uk,,,,,,,,,,,high
cyscale.com,Cyscale,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://cyscale.com,,,,,,,,,,,high
daltontx.com,Dalton,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://DaltonTX.com,,,,,,,,,,,high
deployferry.io,Ferry,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://deployferry.io,,,,,,,,,,,high
digitaliron.com,Digital Iron,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://digitaliron.com,,,,,,,,,,,high
dinmo.com,DinMo,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://dinmo.com,,,,,,,,,,,high
doctorly.de,Doctorly,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://doctorly.de,,,,,,,,,,,high
doczen.com,Doczen,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://doczen.com,,,,,,,,,,,high
doorfeed.com,Doorfeed,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://doorfeed.com,,,,,,,,,,,high
dottxt.ai,.txt,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://dottxt.ai,,,,,,,,,,,high
dreamdata.io,Dreamdata,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://dreamdata.io,,,,,,,,,,,high
dust.tt,Dust,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://dust.tt,,,,,,,,,,,high
edgefolio.com,Edgefolio,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://edgefolio.com,,,,,,,,,,,high
edited.com,EDITED,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://edited.com,,,,,,,,,,,high
electriccarscheme.com,Electric Car Scheme,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://electriccarscheme.com,,,,,,,,,,,high
elephant.healthcare,Elephant Healthcare,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://elephant.healthcare,,,,,,,,,,,high
elliptic.co,Elliptic,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://elliptic.co,,,,,,,,,,,high
emma-learn.com,Emma,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://emma-learn.com,,,,,,,,,,,high
enz.ai,Enzai,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://enz.ai,,,,,,,,,,,high
erply.com,Erply,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://erply.com,,,,,,,,,,,high
evercontact.com,Evercontact,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://evercontact.com,,,,,,,,,,,high
ezra.com,Ezra,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://ezra.com,,,,,,,,,,,high
fabric.so,Fabric,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://fabric.so,,,,,,,,,,,high
faks.co,Faks,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://faks.co,,,,,,,,,,,high
fiatrepublic.com,Fiat Republic,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://fiatrepublic.com,,,,,,,,,,,high
fifthdimensionai.com,Fifth Dimension,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://fifthdimensionai.com,,,,,,,,,,,high
figures.hr,Figures,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://figures.hr,,,,,,,,,,,high
fishbrain.com,Fishbrain,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://fishbrain.com,,,,,,,,,,,high
flagcat.studio,Flagcat,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://flagcat.studio,,,,,,,,,,,high
fleksy.com,Fleksy,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://fleksy.com,,,,,,,,,,,high
flowengineering.com,Flow,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://flowengineering.com,,,,,,,,,,,high
fluidstack.io,Fluidstack,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://fluidstack.io,,,,,,,,,,,high
flyskyflow.com,Skyflow,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://flyskyflow.com,,,,,,,,,,,high
foreword.vc,Foreword Fund,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://foreword.vc,,,,,,,,,,,high
fraugster.com,Fraugster,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://fraugster.com,,,,,,,,,,,high
freqens.com,Freqens,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://freqens.com,,,,,,,,,,,high
fullview.io,Fullview,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://fullview.io,,,,,,,,,,,high
functionhealth.com,Function Health,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,https://www.functionhealth.com/,,,,,,,,,,,high
futures-factory.com,Futures Factory,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://futures-factory.com,,,,,,,,,,,high
gaiafamily.com,Gaia,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://gaiafamily.com,,,,,,,,,,,high
gameye.com,Gameye,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://gameye.com,,,,,,,,,,,high
gardin.co.uk,Gardin,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://gardin.co.uk,,,,,,,,,,,high
gdevelop.io,GDevelop,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://gdevelop.io,,,,,,,,,,,high
getagent.co.uk,Getagent,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://getagent.co.uk,,,,,,,,,,,high
getcakewalk.io,Cakewalk,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://getcakewalk.io,,,,,,,,,,,high
getjelly.co.uk,Jelly,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://getjelly.co.uk,,,,,,,,,,,high
getmembrane.com,Membrane,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://getmembrane.com,,,,,,,,,,,high
getmurphy.ai,Murphy,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://getmurphy.ai,,,,,,,,,,,high
getrevox.com,Revox,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://getrevox.com,,,,,,,,,,,high
getrollee.com,Rollee,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://getrollee.com,,,,,,,,,,,high
getvolter.com,Volter,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://getvolter.com,,,,,,,,,,,high
go-kelvin.com,Kelvin,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://go-kelvin.com,,,,,,,,,,,high
gokraka.com,Kraka,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://gokraka.com,,,,,,,,,,,high
gorodeo.app,Rodeo,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://gorodeo.app,,,,,,,,,,,high
goscoville.com,Scoville,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://goscoville.com,,,,,,,,,,,high
gosimpletax.com,SimpleTax,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://gosimpletax.com,,,,,,,,,,,high
gosuperscript.com,superscript,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://gosuperscript.com,,,,,,,,,,,high
grabcad.com,Grabcad,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://grabcad.com,,,,,,,,,,,high
granular-energy.com,Granular,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://granular-energy.com,,,,,,,,,,,high
graphy.app,Graphy,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://graphy.app,,,,,,,,,,,high
griffin.com,Griffin,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://griffin.com,,,,,,,,,,,high
grover.com,Grover,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://grover.com,,,,,,,,,,,high
harbrdata.com,Harbr,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://harbrdata.com,,,,,,,,,,,high
helloflow.io,HelloFlow,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://helloflow.io,,,,,,,,,,,high
hi.health,hi.health,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://hi.health,,,,,,,,,,,high
hole19golf.com,Hole19,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://hole19golf.com,,,,,,,,,,,high
holvi.com,Holvi,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://holvi.com,,,,,,,,,,,high
hopin.com,Hopin,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://hopin.com,,,,,,,,,,,high
hubblehq.com,Hubble,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://hubblehq.com,,,,,,,,,,,high
hubflo.com,Hubflo,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://hubflo.com,,,,,,,,,,,high
humanity.health,Humanity,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://humanity.health,,,,,,,,,,,high
inovia.bio,Inovia Bio,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://inovia.bio,,,,,,,,,,,high
isidor.ai,Isidor,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://isidor.ai,,,,,,,,,,,high
itchpet.com,Itch,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://itchpet.com,,,,,,,,,,,high
james.finance,James Finance,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://james.finance,,,,,,,,,,,high
jeeran.com,Talasim,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://jeeran.com,,,,,,,,,,,high
jobdoh.com,JOBDOH,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://jobdoh.com,,,,,,,,,,,high
join-stories.com,Join,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://join-stories.com,,,,,,,,,,,high
joinstepladder.com,StepLadder,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://joinstepladder.com,,,,,,,,,,,high
juliennebruno.com,Julienne Bruno,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://juliennebruno.com,,,,,,,,,,,high
juro.com,Juro,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://juro.com,,,,,,,,,,,high
kareinn.com,KareInn,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://kareinn.com,,,,,,,,,,,high
kasko.io,Kasko,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://kasko.io,,,,,,,,,,,high
kerys.software,Kerys,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://kerys.software,,,,,,,,,,,high
kitch.io,kitch,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://kitch.io,,,,,,,,,,,high
klasha.com,Klasha,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://klasha.com,,,,,,,,,,,high
knostic.ai,Knostic,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://knostic.ai,,,,,,,,,,,high
kubeark.com,Kubeark,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://kubeark.com,,,,,,,,,,,high
labstep.com,Labstep,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://labstep.com,,,,,,,,,,,high
lafraise.pro,La Fraise Pro,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://lafraise.pro,,,,,,,,,,,high
land.tech,Land Insight,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://land.tech,,,,,,,,,,,high
lateral.io,Lateral,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://lateral.io,,,,,,,,,,,high
legit.ai,Legit Patents,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://legit.ai,,,,,,,,,,,high
libryo.com,Libryo,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://libryo.com,,,,,,,,,,,high
light.inc,Light,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://light.inc,,,,,,,,,,,high
limborevolution.com,Limbo,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://limborevolution.com,,,,,,,,,,,high
lindushealth.com,Lindus Health,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://lindushealth.com,,,,,,,,,,,high
linkup.so,Linkup,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://linkup.so,,,,,,,,,,,high
liv.tv,LIV,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://liv.tv,,,,,,,,,,,high
liveblocks.io,Liveblocks,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://liveblocks.io,,,,,,,,,,,high
liveflow.com,LiveFlow,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://liveflow.com,,,,,,,,,,,high
loctax.com,loc.tax,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://loctax.com,,,,,,,,,,,high
lodgify.com,Lodgify,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://lodgify.com,,,,,,,,,,,high
machinations.io,Machinations,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://machinations.io,,,,,,,,,,,high
manara.tech,Manara,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://manara.tech,,,,,,,,,,,high
marcopololearning.com,Marcopolo Learning,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://marcopololearning.com,,,,,,,,,,,high
martie.com,Martie,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://martie.com,,,,,,,,,,,high
massive-dynamic.ai,Massive Dynamic,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://massive-dynamic.ai,,,,,,,,,,,high
maze.co,Maze,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://maze.co,,,,,,,,,,,high
medall.org,MedAll,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://medall.org,,,,,,,,,,,high
medefer.com,Medefer,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://medefer.com,,,,,,,,,,,high
medusajs.com,Medusa,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://medusajs.com,,,,,,,,,,,high
meetciao.com,Ciao,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://meetciao.com,,,,,,,,,,,high
meilisearch.com,Meilisearch,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://meilisearch.com,,,,,,,,,,,high
memories.ai,Memories,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://memories.ai,,,,,,,,,,,high
metaview.ai,Metaview,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://metaview.ai,,,,,,,,,,,high
millimetric.ai,Millimetric,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://millimetric.ai,,,,,,,,,,,high
minubo.com,Minubo,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://minubo.com,,,,,,,,,,,high
miru-labs.com,Miru Labs,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://miru-labs.com,,,,,,,,,,,high
monese.com,Monese,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://monese.com,,,,,,,,,,,high
motley.ai,Motley,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://motley.ai,,,,,,,,,,,high
motormia.co,MotorMia,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://motormia.co,,,,,,,,,,,high
muchbetteradventures.com,Much Better Adventures,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://muchbetteradventures.com,,,,,,,,,,,high
mybuilder.com,MyBuilder,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://mybuilder.com,,,,,,,,,,,high
myparla.com,Parla,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://myparla.com,,,,,,,,,,,high
nodeslinks.com,Nodes and Links,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://nodeslinks.com,,,,,,,,,,,high
nordigen.com,Nordigen,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://nordigen.com,,,,,,,,,,,high
nurture.is,Nurture,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://nurture.is,,,,,,,,,,,high
oneshot.ai,OneShot,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://oneshot.ai,,,,,,,,,,,high
oradian.com,Oradian,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://oradian.com,,,,,,,,,,,high
orbital.tech,Orbital,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://orbital.tech,,,,,,,,,,,high
outpost.bio,Outpost Bio,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://outpost.bio,,,,,,,,,,,high
outverse.com,Outverse,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://outverse.com,,,,,,,,,,,high
paceup.com,Pace,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://paceup.com,,,,,,,,,,,high
paid.co.uk,Paid,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://paid.co.uk,,,,,,,,,,,high
pairnow.ai,Pair,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://pairnow.ai,,,,,,,,,,,high
papayadash.com,Papaya,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://papayadash.com,,,,,,,,,,,high
passbase.com,Passbase,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://passbase.com,,,,,,,,,,,high
passfort.com,PassFort,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://passfort.com,,,,,,,,,,,high
patientsknowbest.com,Patients Know Best,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://patientsknowbest.com,,,,,,,,,,,high
pauatech.com,Paua,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://pauatech.com,,,,,,,,,,,high
payvyne.com,vyne,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://payvyne.com,,,,,,,,,,,high
pelikan-mobility.com,Pelikan Mobility,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://pelikan-mobility.com,,,,,,,,,,,high
pento.io,Pento,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://pento.io,,,,,,,,,,,high
peony.ink,Peony,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://peony.ink,,,,,,,,,,,high
peppy.health,Peppy,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://peppy.health,,,,,,,,,,,high
picnic.photos,Picnic,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://picnic.photos,,,,,,,,,,,high
plakar.io,Plakar,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://plakar.io,,,,,,,,,,,high
platogo.com,Platogo,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://platogo.com,,,,,,,,,,,high
pleo.io,Pleo,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://pleo.io,,,,,,,,,,,high
plumery.com,Plumery,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://plumery.com,,,,,,,,,,,high
pointy.com,Pointy,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://pointy.com,,,,,,,,,,,high
pollentechnologies.com,Pollen,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://pollentechnologies.com,,,,,,,,,,,high
popsink.com,Popsink,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://popsink.com,,,,,,,,,,,high
portalone.com,PortalOne,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://portalone.com,,,,,,,,,,,high
powernaut.io,Powernaut,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://powernaut.io,,,,,,,,,,,high
prelude.so,Prelude,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://prelude.so,,,,,,,,,,,high
primer.io,Primer,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://primer.io,,,,,,,,,,,high
prioridata.com,Priori Data,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://prioridata.com,,,,,,,,,,,high
profitero.com,Profitero,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://profitero.com,,,,,,,,,,,high
propertypartner.co,Property Partner,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://propertypartner.co,,,,,,,,,,,high
qminder.com,Qminder,seedcamp,https://seedcamp.com/our-companies/,https://seedcamp.com/our-companies/,http://qminder.com,,,,,,,,,,,high
